date,wealth,wealth_low,highest_close22,fear22,fear_mean20,fear_sd20,fear_upper20,price_mean20,factor_valid,entry_condition,price_exit_condition
2012-05-28,1.0,0.9769585253456221,,,,,,,False,0,False
2012-05-29,1.0153609831029187,0.999231950844854,,,,,,,False,0,False
2012-05-30,1.012288786482335,1.011136712749616,,,,,,,False,0,False
2012-05-31,1.009984639016897,1.0034562211981566,,,,,,,False,0,False
2012-06-01,1.009984639016897,1.0061443932411673,,,,,,,False,0,False
2012-06-04,0.9823348694316434,0.9811827956989246,,,,,,,False,0,False
2012-06-05,0.9834869431643622,0.9815668202764974,,,,,,,False,0,False
2012-06-06,0.9827188940092164,0.9784946236559138,,,,,,,False,0,False
2012-06-07,0.976574500768049,0.9738863287250381,,,,,,,False,0,False
2012-06-08,0.9731182795698922,0.9715821812596003,,,,,,,False,0,False
2012-06-11,0.9846390168970812,0.9738863287250382,,,,,,,False,0,False
2012-06-12,0.9784946236559138,0.974654377880184,,,,,,,False,0,False
2012-06-13,0.9927035330261135,0.9792626728110596,,,,,,,False,0,False
2012-06-14,0.9884792626728108,0.987327188940092,,,,,,,False,0,False
2012-06-15,0.9923195084485406,0.9819508448540705,,,,,,,False,0,False
2012-06-18,0.9953917050691243,0.9938556067588326,,,,,,,False,0,False
2012-06-19,0.9880952380952379,0.987711213517665,,,,,,,False,0,False
2012-06-20,0.9869431643625189,0.9869431643625189,,,,,,,False,0,False
2012-06-21,0.9715821812596003,0.9665898617511517,,,,,,,False,0,False
2012-06-25,0.9523809523809521,0.9508448540706602,,,,,,0.9888440860215052,False,0,False
2012-06-26,0.9523809523809521,0.9454685099846388,,,,,,0.9864631336405528,False,0,False
2012-06-27,0.9489247311827955,0.9485407066052227,1.0153609831029187,6.580937972768542,,,,0.9831413210445467,False,0,False
2012-06-28,0.9435483870967739,0.9427803379416282,1.0153609831029187,7.148260211800317,,,,0.9797043010752686,False,0,False
2012-06-29,0.9543010752688169,0.9400921658986173,1.012288786482335,7.132018209408215,,,,0.9769201228878645,False,0,False
2012-07-02,0.9543010752688169,0.9508448540706602,1.009984639016897,5.8555133079848085,,,,0.9741359447004607,False,0,False
2012-07-03,0.9558371735791087,0.953149001536098,1.009984639016897,5.627376425855526,,,,0.9728110599078338,False,0,False
2012-07-04,0.9558371735791087,0.953917050691244,0.9953917050691243,4.166666666666682,,,,0.9714285714285712,False,0,False
2012-07-05,0.9450844854070656,0.9416282642089089,0.9953917050691243,5.401234567901275,,,,0.9695468509984636,False,0,False
2012-07-06,0.9604454685099842,0.941628264208909,0.9953917050691243,5.401234567901264,,,,0.9687403993855603,False,0,False
2012-07-09,0.9412442396313361,0.9400921658986172,0.9953917050691243,5.555555555555577,,,,0.9671466973886327,False,0,False
2012-07-10,0.9374039938556064,0.9362519201228875,0.9953917050691243,5.941358024691387,,,,0.9647849462365589,False,0,False
2012-07-11,0.9416282642089091,0.9350998463901689,0.9953917050691243,6.057098765432102,,,,0.9629416282642087,False,0,False
2012-07-12,0.9500768049155144,0.9358678955453146,0.9953917050691243,5.979938271604962,,,,0.9608102918586786,False,0,False
2012-07-13,0.9516129032258063,0.9489247311827954,0.9953917050691243,4.668209876543231,,,,0.9589669738863285,False,0,False
2012-07-16,0.9362519201228876,0.9358678955453146,0.9953917050691243,5.979938271604962,,,,0.956163594470046,False,0,False
2012-07-17,0.9381720430107523,0.9335637480798766,0.9953917050691243,6.211419753086459,,,,0.9533026113671272,False,0,False
2012-07-18,0.9381720430107523,0.9239631336405526,0.9953917050691243,7.175925925925957,,,,0.9508064516129029,False,0,False
2012-07-19,0.941244239631336,0.9358678955453144,0.9880952380952379,5.285658764088651,,,,0.9485215053763436,False,0,False
2012-07-20,0.9343317972350225,0.9320276497695846,0.9869431643625189,5.564202334630388,,,,0.9466589861751149,False,0,False
2012-07-23,0.9228110599078336,0.918586789554531,0.9715821812596003,5.454545454545474,,,,0.945180491551459,False,0,False
2012-07-24,0.9247311827956983,0.9197388632872499,0.9604454685099842,4.238304678128764,5.771269880306227,0.84717724198698,7.465624364280187,0.9437980030721962,False,0,False
2012-07-25,0.9189708141321038,0.9178187403993852,0.9604454685099842,4.438224710115957,5.664134217173598,0.8744430500246347,7.413020317222868,0.9423003072196616,True,0,False
2012-07-26,0.9147465437788013,0.9139784946236552,0.9604454685099842,4.838064774090398,5.548624445288102,0.8188976195837782,7.186419684455658,0.940860215053763,True,0,False
2012-07-27,0.9158986175115201,0.9128264208909365,0.9604454685099842,4.958016793282707,5.439924374481826,0.737943101298491,6.915810577078808,0.9389400921658982,True,0,False
2012-07-30,0.9128264208909364,0.9109062980030715,0.9604454685099842,5.157936825269921,5.405045550346083,0.733739971262056,6.872525492870195,0.9368663594470041,True,0,False
2012-07-31,0.9105222734254986,0.9086021505376339,0.9604454685099842,5.397840863654549,5.3935687722360335,0.7318721172342884,6.85731300670461,0.9346006144393237,True,0,False
2012-08-01,0.9174347158218119,0.9109062980030714,0.9604454685099842,5.157936825269933,5.443132280166196,0.6758309479965604,6.794794176159317,0.9326804915514589,True,0,False
2012-08-02,0.9105222734254986,0.9059139784946231,0.9604454685099842,5.677728908436647,5.456956997192965,0.677754016812888,6.812465030818741,0.9309523809523805,True,0,False
2012-08-03,0.91589861751152,0.9093701996927797,0.9604454685099842,5.317872850859688,5.452788911340886,0.6783707878616146,6.809530487064116,0.9287250384024575,True,0,False
2012-08-06,0.927803379416282,0.9147465437788012,0.9604454685099842,4.758096761295514,5.412915971627882,0.695239101786313,6.803394175200508,0.9280529953917045,True,0,False
2012-08-07,0.9289554531490009,0.92626728110599,0.9516129032258063,2.6634382566586603,5.249019983226246,0.9155650991768494,7.080150181579945,0.9276305683563744,True,0,True
2012-08-08,0.9297235023041467,0.9278033794162819,0.9516129032258063,2.502017756255106,5.071265932767397,1.0806438001542884,7.232553533075974,0.9270353302611362,True,0,True
2012-08-09,0.9389400921658979,0.9262672811059902,0.9516129032258063,2.663438256658637,4.90544093202008,1.1834387786721587,7.272318489364398,0.9264784946236555,True,0,True
2012-08-10,0.9362519201228873,0.9343317972350222,0.9516129032258063,1.815980629540017,4.762829469669919,1.3705885274021308,7.50400652447418,0.9257104454685094,True,0,True
2012-08-13,0.9185867895545308,0.9174347158218119,0.9516129032258063,3.5916061339790697,4.643412862788624,1.3629872197689954,7.369387302326615,0.9248271889400914,True,0,False
2012-08-14,0.9170506912442389,0.906298003072196,0.941244239631336,3.7127702978376393,4.518480390026183,1.3257021294489675,7.169884648924118,0.9237711213517658,True,0,False
2012-08-15,0.9086021505376337,0.9078341013824877,0.941244239631336,3.549571603427215,4.337162673901247,1.1834712937915621,6.704105261484371,0.92229262672811,True,0,False
2012-08-16,0.905913978494623,0.9051459293394771,0.941244239631336,3.8351693186454696,4.264638201629088,1.166610887084055,6.597859975797198,0.9205261136712745,True,0,False
2012-08-17,0.9020737327188934,0.8966973886328717,0.941244239631336,4.732762137902933,4.223066191792714,1.1321694758594707,6.487405143511656,0.9189132104454678,True,0,False
2012-08-20,0.8970814132104447,0.860983102918586,0.9389400921658979,8.302658486707578,4.365471843400821,1.4340830821786685,7.233638007758158,0.9176267281105984,True,0,False
2012-08-21,0.9005376344086015,0.895929339477726,0.9389400921658979,4.580777096114508,4.382595464300107,1.4345293000493053,7.251654064398718,0.9164170506912436,True,1,False
2012-08-22,0.894009216589861,0.8920890937019963,0.9389400921658979,4.989775051124741,4.410172981350547,1.4409421988851636,7.292057379120874,0.9151689708141314,True,0,False
2012-08-23,0.8982334869431636,0.8917050691244232,0.9389400921658979,5.030674846625781,4.419803484977316,1.4445915510246816,7.308986587026679,0.9143433179723495,True,0,False
2012-08-24,0.8894009216589854,0.8882488479262667,0.9389400921658979,5.398773006134962,4.441841295619929,1.4565468300185782,7.354934955657085,0.9130184331797228,True,0,False
2012-08-27,0.8709677419354831,0.8705837173579102,0.9389400921658979,7.280163599182012,4.547952634315533,1.5832533637057191,7.714459361726972,0.9109254992319501,True,0,False
2012-08-28,0.8709677419354831,0.8678955453148994,0.9389400921658979,7.566462167689169,4.656383699517264,1.7134311059623348,8.083245911441933,0.9089477726574493,True,0,False
2012-08-29,0.8652073732718887,0.8640552995391697,0.9389400921658979,7.975460122699403,4.797259864388737,1.8658829972781232,8.529025858944983,0.9063364055299532,True,0,False
2012-08-30,0.861367127496159,0.8548387096774186,0.9389400921658979,8.95705521472394,4.961226179703102,2.0792184817110666,9.119663143125235,0.9038786482334864,True,0,False
2012-08-31,0.861367127496159,0.8594470046082942,0.9389400921658979,8.46625766871167,5.118645420595701,2.2219274816665857,9.562500383928873,0.9011520737327181,True,0,False
2012-09-03,0.8667434715821806,0.8575268817204295,0.9389400921658979,8.67075664621677,5.314278414841764,2.3566739094774802,10.027626233796724,0.8980990783410132,True,0,False
2012-09-04,0.8575268817204293,0.8571428571428564,0.9389400921658979,8.711656441717798,5.616689324094721,2.3864805969106078,10.389650517915936,0.8945276497695845,True,0,False
2012-09-05,0.8571428571428564,0.8536866359446996,0.9389400921658979,9.079754601227014,5.945576166343316,2.3878950672007435,10.721366300744803,0.8908986175115199,True,0,False
2012-09-06,0.8655913978494615,0.8571428571428563,0.9389400921658979,8.711656441717812,6.247987075596275,2.3327027227095423,10.91339252101536,0.8872311827956981,True,0,False
2012-09-07,0.9051459293394769,0.87058371735791,0.9389400921658979,7.280163599182035,6.521196224078376,2.0940816391850223,10.709359502448422,0.8856758832565277,True,0,True
2012-09-10,0.9082181259600607,0.9036098310291851,0.9362519201228873,3.486464315012323,6.515939133130038,2.1019405475549395,10.719820228239918,0.8851574500768041,True,0,True
2012-09-11,0.9013056835637472,0.8951612903225799,0.9185867895545308,2.5501672240802775,6.457808979442172,2.1974499127727425,10.852708804987657,0.8843701996927796,True,0,True
2012-09-12,0.9059139784946227,0.8963133640552986,0.9170506912442389,2.261306532663339,6.393395725903977,2.303506972442084,11.000409670788144,0.8842357910906291,True,0,True
2012-09-13,0.8970814132104445,0.8966973886328717,0.9086021505376337,1.310228233305165,6.267148671636962,2.510944947964843,11.289038567566648,0.8837941628264201,True,0,True
2012-09-14,0.903225806451612,0.8966973886328715,0.9082181259600607,1.2684989429175737,6.093935511887694,2.732110685935045,11.558156883757784,0.883851766513056,True,0,True
2012-09-17,0.882104454685099,0.881336405529953,0.9082181259600607,2.959830866807635,5.826794130892696,2.7657778158073145,11.358349762507325,0.8831029185867887,True,0,False
2012-09-18,0.871351766513056,0.8686635944700453,0.9082181259600607,4.355179704016924,5.8155142612878175,2.771580942189865,11.358676145667548,0.8816436251920114,True,0,False
2012-09-19,0.8748079877112126,0.8686635944700452,0.9082181259600607,4.355179704016936,5.783784493932427,2.785131138142061,11.354046770216549,0.8806835637480791,True,0,False
2012-09-20,0.8559907834101373,0.8548387096774184,0.9082181259600607,5.877378435518,5.826119673377038,2.779510502275956,11.38514067792895,0.8785714285714278,True,0,False
2012-09-21,0.8556067588325644,0.8521505376344076,0.9082181259600607,6.173361522198761,5.864849099180228,2.7786388789448475,11.422126857069923,0.8768817204301067,True,0,False
2012-09-24,0.8632872503840237,0.8463901689708132,0.9082181259600607,6.807610993657529,5.841221468904004,2.7679592133594464,11.377139895622896,0.8764976958525338,True,0,False
2012-09-25,0.8621351766513047,0.858294930875575,0.9082181259600607,5.496828752642745,5.737739798151682,2.7385969100622036,11.214933618276088,0.8760560675883248,True,0,False
2012-09-26,0.8529185867895536,0.8517665130568346,0.9082181259600607,6.215644820296019,5.649749033031513,2.6907688310867477,11.031286695205008,0.8754416282642079,True,0,False
2012-09-27,0.8774961597542232,0.8540706605222724,0.9082181259600607,5.961945031712505,5.499993523880941,2.5779955397487386,10.655984603378418,0.8762480798771112,True,0,True
2012-09-28,0.8978494623655904,0.869815668202764,0.9082181259600607,4.228329809725184,5.288097130931617,2.494156993480402,10.276411117892422,0.8780721966205828,True,0,True
2012-10-08,0.8844086021505366,0.8794162826420882,0.9082181259600607,3.1712473572938915,5.013121666485473,2.4030901214157163,9.819301909316906,0.8789554531490007,True,0,True
2012-10-09,0.9047619047619037,0.8890168970814121,0.9082181259600607,2.1141649048626228,4.683247089642714,2.320054974331456,9.323357038305627,0.8813172043010745,True,0,True
